Printer_Name,Consumable_Sku
HP Color LaserJet Pro M452dn,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet M452dn,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet Pro M452nw,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet Pro MFP M377dw,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet Pro M454dn,"CPT/W2020X-R,CPT/W2021X-R,CPT/W2022X-R,CPT/W2023X-R,CPT/W2020X,CPT/W2023X,CPT/W2021X,CPT/W2022X"
HP Color LaserJet Pro M454dw,"CPT/W2020X-R,CPT/W2021X-R,CPT/W2022X-R,CPT/W2023X-R,CPT/W2020X,CPT/W2023X,CPT/W2021X,CPT/W2022X"
HP Color LaserJet Pro MFP M479dw,"CPT/W2020X-R,CPT/W2021X-R,CPT/W2022X-R,CPT/W2023X-R,CPT/W2020X,CPT/W2023X,CPT/W2021X,CPT/W2022X"
HP Color LaserJet Pro MFP M479fdn,"CPT/W2020X-R,CPT/W2021X-R,CPT/W2022X-R,CPT/W2023X-R,CPT/W2020X,CPT/W2023X,CPT/W2021X,CPT/W2022X"
HP Color LaserJet Pro MFP M479fdw,"CPT/W2020X-R,CPT/W2021X-R,CPT/W2022X-R,CPT/W2023X-R,CPT/W2020X,CPT/W2023X,CPT/W2021X,CPT/W2022X"
HP Color LaserJet Enterprise M455dn,"CPT/W2020X-R,CPT/W2021X-R,CPT/W2022X-R,CPT/W2023X-R,CPT/W2020X,CPT/W2023X,CPT/W2021X,CPT/W2022X"
HP Color LaserJet Enterprise MFP M480f,"CPT/W2020X-R,CPT/W2021X-R,CPT/W2022X-R,CPT/W2023X-R,CPT/W2020X,CPT/W2023X,CPT/W2021X,CPT/W2022X"
HP Color LaserJet Enterprise M681dh,"CPT/CF470X,CPT/CF471X,CPT/CF472X,CPT/CF473X,CPT/CF450A,CPT/CF451A,CPT/CF453A,CPT/CF452A"
HP Color LaserJet Enterprise M681f,"CPT/CF470X,CPT/CF471X,CPT/CF472X,CPT/CF473X,CPT/CF450A,CPT/CF451A,CPT/CF453A,CPT/CF452A"
HP Color LaserJet Enterprise flow MFP M681z,"CPT/CF470X,CPT/CF471X,CPT/CF472X,CPT/CF473X,CPT/CF450A,CPT/CF451A,CPT/CF453A,CPT/CF452A"
HP Color LaserJet Enterprise flow MFP M682z,"CPT/CF470X,CPT/CF471X,CPT/CF472X,CPT/CF473X,CPT/CF450A,CPT/CF451A,CPT/CF453A,CPT/CF452A"
HP Color LaserJet Enterprise flow M681f,"CPT/CF470X,CPT/CF471X,CPT/CF472X,CPT/CF473X,CPT/CF450A,CPT/CF451A,CPT/CF453A,CPT/CF452A"
HP Color LaserJet Pro M254dw,"CPT/CF500X,CPT/CF501X,CPT/CF502X,CPT/CF503X"
HP Color LaserJet Pro MFP M281fdw,"CPT/CF500X,CPT/CF501X,CPT/CF502X,CPT/CF503X"
HP Color LaserJet MFP M281fdw,"CPT/CF500X,CPT/CF501X,CPT/CF502X,CPT/CF503X"
HP Color LaserJet Pro MFP M281cdw,"CPT/CF500X,CPT/CF501X,CPT/CF502X,CPT/CF503X"
HP Color LaserJet Pro MFP M180nw,"CPT/CF510A,CPT/CF511A,CPT/CF512A,CPT/CF513A"
Canon Color imageRUNNER LBP-5360,"CPT/1660B001AA,CPT/1659B001AA,CPT/1657B001AA,CPT/1658B001AA"
Canon Color imageCLASS MF9150c,"CPT/1660B001AA,CPT/1659B001AA,CPT/1657B001AA,CPT/1658B001AA"
Canon Color imageCLASS MF9170c,"CPT/1660B001AA,CPT/1659B001AA,CPT/1657B001AA,CPT/1658B001AA"
Canon Color imageCLASS MF9220Cdn,"CPT/1660B001AA,CPT/1659B001AA,CPT/1657B001AA,CPT/1658B001AA"
Canon Color imageCLASS MF9280Cdn,"CPT/1660B001AA,CPT/1659B001AA,CPT/1657B001AA,CPT/1658B001AA"
HP Color LaserJet 3600,CPT/Q6470A
HP Color LaserJet 3600 n,CPT/Q6470A
HP Color LaserJet 3600 dn,CPT/Q6470A
HP Color LaserJet 3800,"CPT/Q6470A,CPT/Q7581A,CPT/Q7582A,CPT/Q7583A"
HP Color LaserJet 3800 n,"CPT/Q6470A,CPT/Q7581A,CPT/Q7582A,CPT/Q7583A"
HP Color LaserJet 3800 dn,"CPT/Q6470A,CPT/Q7581A,CPT/Q7582A,CPT/Q7583A"
HP Color LaserJet 3800 dtn,"CPT/Q6470A,CPT/Q7581A,CPT/Q7582A,CPT/Q7583A"
HP Color LaserJet CP3505,"CPT/Q6470A,CPT/Q7581A,CPT/Q7582A,CPT/Q7583A"
HP Color LaserJet CP3505 dn,"CPT/Q6470A,CPT/Q7581A,CPT/Q7582A,CPT/Q7583A"
HP Color LaserJet CP3505 n,"CPT/Q6470A,CPT/Q7581A,CPT/Q7582A,CPT/Q7583A"
HP Color LaserJet CP3505 x,"CPT/Q6470A,CPT/Q7581A,CPT/Q7582A,CPT/Q7583A"
Lexmark MS331DN,CPT/55B1H00
Lexmark MX331adn,CPT/55B1H00
Lexmark MS431DN,"CPT/55B1H00,CPT/55B1X00"
Lexmark MS431DW,"CPT/55B1H00,CPT/55B1X00"
Lexmark MX431adn,"CPT/55B1H00,CPT/55B1X00"
Lexmark MX431adw,"CPT/55B1H00,CPT/55B1X00"
Lexmark MX432adwe,"CPT/55B1H00,CPT/55B1X00"
Lexmark MS421DN,"CPT/56F1X00,CPT/56F1H00"
Lexmark MS421DW,"CPT/56F1X00,CPT/56F1H00"
Lexmark MS521DN,"CPT/56F1X00,CPT/56F1U00,CPT/56F1H00"
Lexmark MS621DN,"CPT/56F1X00,CPT/56F1U00,CPT/56F1H00"
Lexmark MS622DE,"CPT/56F1X00,CPT/56F1U00,CPT/56F1H00"
Lexmark MX421ADE,"CPT/56F1X00,CPT/56F1H00"
Lexmark MX521DE,"CPT/56F1X00,CPT/56F1U00,CPT/56F1H00"
Lexmark MX521ADE,"CPT/56F1X00,CPT/56F1U00,CPT/56F1H00"
Lexmark MX522ADHE,"CPT/56F1X00,CPT/56F1U00,CPT/56F1H00"
Lexmark MX622ADE,"CPT/56F1X00,CPT/56F1U00,CPT/56F1H00"
Lexmark MX622ADHE,"CPT/56F1X00,CPT/56F1U00,CPT/56F1H00"
Lexmark MS823dn,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MS823n,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MS825dn,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MS826de,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MX822ade,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MX826ade,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MX826adxe,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MX721ade,"CPT/58D1X00,CPT/58D1H00"
Lexmark MX721adhe,"CPT/58D1X00,CPT/58D1H00"
Lexmark MX722ade,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MX722adhe,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MS725dvn,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MX822adxe,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MX725,"CPT/58D1X00,CPT/58D1H00,CPT/58D1U00"
Lexmark MS310D,"CPT/50F0Z00,CPT/50F1H00"
Lexmark MS310DN,"CPT/50F0Z00,CPT/50F1H00"
Lexmark MS410D,"CPT/50F0Z00,CPT/50F1X00,CPT/50F1H00"
Lexmark MS410DN,"CPT/50F0Z00,CPT/50F1X00,CPT/50F1H00"
Lexmark MS510DN,"CPT/50F0Z00,CPT/50F1X00,CPT/50F1H00"
Lexmark MS610DN,"CPT/50F0Z00,CPT/50F1X00,CPT/50F1H00"
Lexmark MS610DTN,"CPT/50F0Z00,CPT/50F1X00,CPT/50F1H00"
Lexmark MS610DE,"CPT/50F0Z00,CPT/50F1X00,CPT/50F1H00"
Lexmark MS610DTE,"CPT/50F0Z00,CPT/50F1X00,CPT/50F1H00"
Lexmark MX310DN,"CPT/50F0Z00,CPT/MS410-C"
Lexmark MX410DE,"CPT/50F0Z00,CPT/MS410-C"
Lexmark MX 410de,"CPT/50F0Z00,CPT/MS410-C"
Lexmark MX510DE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MX511DE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MX511DTE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MX511DHE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MX610DE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MX611DE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MX611DTE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MX611DHE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MX510dte,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MS312DN,"CPT/50F0Z00,CPT/50F1H00"
Lexmark MS315DN,"CPT/50F0Z00,CPT/50F1H00"
Lexmark MS415DN,"CPT/50F0Z00,CPT/50F1X00,CPT/50F1H00"
Lexmark MS312DNw,"CPT/50F0Z00,CPT/50F1H00"
Lexmark MS317DN,"CPT/50F0Z00,CPT/51B1000"
Lexmark MX317dn,"CPT/50F0Z00,CPT/51B1000"
Lexmark MS417DN,"CPT/50F0Z00,CPT/51B1000"
Lexmark MX417de,"CPT/50F0Z00,CPT/51B1000"
Lexmark MS517DN,"CPT/50F0Z00,CPT/51B1X00,CPT/51B1000"
Lexmark MS617dn,"CPT/50F0Z00,CPT/51B1X00,CPT/51B1000"
Lexmark MX517de,"CPT/50F0Z00,CPT/51B1X00,CPT/51B1000"
Lexmark MX617de,"CPT/50F0Z00,CPT/51B1X00,CPT/51B1000"
Lexmark MX611DFE,"CPT/50F0Z00,CPT/MS410-C,CPT/60F1X00"
Lexmark MS810N,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS810DN,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS810DE,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS810DTN,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS811N,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS811DN,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS811DTN,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS812DN,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS812DE,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS812DTN,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MX710DE,"CPT/52D0Z00,CPT/62D1H00"
Lexmark MX710DHE,"CPT/52D0Z00,CPT/62D1H00"
Lexmark MX711DE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX711DHE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX711DTHE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DTE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DTFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DTME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DXE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DXFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DXME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DTE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DTFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DTME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DXE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DXFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DXME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DTE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DTFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DTME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DXE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DXFE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX812DXME,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MS710N,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS710DN,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MS711DN,"CPT/52D0Z00,CPT/MS710-C"
Lexmark MX810DPE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DTPE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX810DXPE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DPE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DTPE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MX811DXPE,"CPT/52D0Z00,CPT/62D1X00,CPT/62D1H00"
Lexmark MS817n,"CPT/52D0Z00,CPT/53B1H00"
Lexmark MS818,CPT/53B1H00
IBM/InfoPrint 1612 Express,CPT/E360J
IBM/InfoPrint 1601,CPT/E360J
IBM/InfoPrint 1602,CPT/E360J
Lexmark E260d,"CPT/E260A21AJ,CPT/E260X22G"
Lexmark E260dn,"CPT/E260A21AJ,CPT/E260X22G"
Lexmark E360d,"CPT/E260A21AJ,CPT/E360H21A,CPT/E260X22G"
Lexmark E360dn,"CPT/E260A21AJ,CPT/E360H21A,CPT/E260X22G"
Lexmark E460d,"CPT/E260A21AJ,CPT/E360H21A,CPT/E460,CPT/E260X22G"
Lexmark E460dw,"CPT/E260A21AJ,CPT/E360H21A,CPT/E460,CPT/E260X22G"
Lexmark E460dn,"CPT/E260A21AJ,CPT/E360H21A,CPT/E460,CPT/E260X22G"
Lexmark E462dtn,"CPT/E260A21AJ,CPT/E360H21A,CPT/E260X22G,CPT/2230HY"
Lexmark E260dt,"CPT/E260A21AJ,CPT/E260X22G"
Lexmark E260dtn,"CPT/E260A21AJ,CPT/E260X22G"
Lexmark E360dtn,"CPT/E260A21AJ,CPT/E360H21A,CPT/E260X22G"
Lexmark E460dtn,"CPT/E260A21AJ,CPT/E360H21A,CPT/E460,CPT/E260X22G"
Lexmark E260,"CPT/E260A21AJ,CPT/E260X22G"
Lexmark XM7155,CPT/24B6020
Lexmark XM7155x,CPT/24B6020
Lexmark XM7163,CPT/24B6020
Lexmark XM7163x,CPT/24B6020
Lexmark XM7170,CPT/24B6020
Lexmark XM7170x,CPT/24B6020
Lexmark XM7263,CPT/24B6020
Lexmark XM1145,CPT/24B6035
Lexmark M1145,CPT/24B6035
Lexmark XM3150,CPT/24B6186
Lexmark M3150,CPT/24B6186
Lexmark XM3150h,CPT/24B6186
Lexmark E120n,CPT/12035SA
Lexmark X204n,CPT/X203A21G
Lexmark X203n,CPT/X203A21G
Lexmark X264dn,"CPT/X264H21G,CPT/E260X22G"
Lexmark X363dn,"CPT/X264H21G,CPT/E260X22G"
Lexmark X364dn,"CPT/X264H21G,CPT/E260X22G"
Lexmark X364dw,"CPT/X264H21G,CPT/E260X22G"
Lexmark X264dnw,"CPT/X264H21G,CPT/E260X22G"
IBM/InfoPrint 1532 Express,CPT/75P6961
IBM/InfoPrint 1552,CPT/75P6961
IBM/InfoPrint 1572,CPT/75P6961
IBM/InfoPrint 1552n,CPT/75P6961
Lexmark CS310n,"CPT/70C1HC0,CPT/70C1HK0,CPT/70C1HM0,CPT/70C1HY0"
Lexmark CS310dn,"CPT/70C1HC0,CPT/70C1HK0,CPT/70C1HM0,CPT/70C1HY0"
Lexmark CS410n,"CPT/70C1HC0,CPT/70C1HK0,CPT/70C1HM0,CPT/70C1HY0"
Lexmark CS410dn,"CPT/70C1HC0,CPT/70C1HK0,CPT/70C1HM0,CPT/70C1HY0"
Lexmark CS410dtn,"CPT/70C1HC0,CPT/70C1HK0,CPT/70C1HM0,CPT/70C1HY0"
Lexmark CS510de,"CPT/70C1HC0,CPT/70C1HK0,CPT/70C1HM0,CPT/CS510BK,CPT/CS510C,CPT/CS510Y,CPT/CS510M,CPT/70C1HY0"
Lexmark CS510dte,"CPT/70C1HC0,CPT/70C1HK0,CPT/70C1HM0,CPT/CS510BK,CPT/CS510C,CPT/CS510Y,CPT/CS510M,CPT/70C1HY0"
Lexmark T640,"CPT/T640MICR,CPT/T640-C"
Lexmark T640dn,"CPT/T640MICR,CPT/T640-C"
Lexmark T640dtn,"CPT/T640MICR,CPT/T640-C"
Lexmark T640n,"CPT/T640MICR,CPT/T640-C"
Lexmark T640tn,"CPT/T640MICR,CPT/T640-C"
Lexmark T642,"CPT/T640MICR,CPT/T640-C"
Lexmark T642dn,"CPT/T640MICR,CPT/T640-C"
Lexmark T642dtn,"CPT/T640MICR,CPT/T640-C"
Lexmark T642n,"CPT/T640MICR,CPT/T640-C"
Lexmark T642tn,"CPT/T640MICR,CPT/T640-C"
Lexmark T644,"CPT/T640MICR,CPT/T644-C,CPT/T640-C"
Lexmark T644dn,"CPT/T640MICR,CPT/T644-C,CPT/T640-C"
Lexmark T644dtn,"CPT/T640MICR,CPT/T644-C,CPT/T640-C"
Lexmark T644n,"CPT/T640MICR,CPT/T644-C,CPT/T640-C"
Lexmark T644tn,"CPT/T640MICR,CPT/T644-C,CPT/T640-C"
Huntress Corp T642,"CPT/T640MICR,CPT/T640-C"
Lexmark C734 DN,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark C734 N,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark C734 DTN,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark C734 DW,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark C736 N,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark C736 DN,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark C736 DTN,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark X734DE,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark X736DE,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark X738DE,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark X738DTE,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark C734,"CPT/C734Y,CPT/C734BK,CPT/C734C,CPT/C734M"
Lexmark C746 DN,CPT/C746BK
Lexmark C746 DTN,CPT/C746BK
Lexmark C746 N,CPT/C746BK
Lexmark C748 DE,"CPT/C746BK,CPT/C748C,CPT/C748Y,CPT/C748M"
Lexmark C748 DTE,"CPT/C746BK,CPT/C748C,CPT/C748Y,CPT/C748M"
Lexmark C748 E,"CPT/C746BK,CPT/C748C,CPT/C748Y,CPT/C748M"
Lexmark CX310n,"CPT/CX310BK,CPT/CX310C,CPT/CX310Y,CPT/CX310M"
Lexmark CX310dn,"CPT/CX310BK,CPT/CX310C,CPT/CX310Y,CPT/CX310M"
Lexmark CX410e,"CPT/CX310BK,CPT/CX310C,CPT/CX310Y,CPT/CX310M"
Lexmark CX410de,"CPT/CX310BK,CPT/CX310C,CPT/CX310Y,CPT/CX310M"
Lexmark CX510dthe,"CPT/CX310BK,CPT/CX310C,CPT/CX310Y,CPT/CX310M"
Lexmark CX410dte,"CPT/CX310BK,CPT/CX310C,CPT/CX310Y,CPT/CX310M"
Lexmark CX510de,"CPT/CX310BK,CPT/CX310C,CPT/CX310Y,CPT/CX310M"
Lexmark CX510dhe,"CPT/CX310BK,CPT/CX310C,CPT/CX310Y,CPT/CX310M"
Lexmark CS317dn,"CPT/CS317BK,CPT/CS317C,CPT/CS317Y,CPT/CS317M"
Lexmark CX317dn,"CPT/CS317BK,CPT/CS317C,CPT/CS317Y,CPT/CS317M"
Lexmark CS417dn,"CPT/CS317BK,CPT/CS317C,CPT/CS317Y,CPT/CS317M,CPT/CS417BK,CPT/CS417C,CPT/CS417M,CPT/CS417Y"
Lexmark CX417de,"CPT/CS317BK,CPT/CS317C,CPT/CS317Y,CPT/CS317M,CPT/CS417BK,CPT/CS417C,CPT/CS417M,CPT/CS417Y"
Lexmark CS517de,"CPT/CS317BK,CPT/CS317C,CPT/CS317Y,CPT/CS317M,CPT/CS417BK,CPT/CS417C,CPT/CS417M,CPT/CS417Y"
Lexmark CX517de,"CPT/CS317BK,CPT/CS317C,CPT/CS317Y,CPT/CS317M,CPT/CS417C,CPT/CS417M,CPT/CS417Y"
Dell 2330d,"CPT/330-2663,CPT/330-2666"
Dell 2330dn,"CPT/330-2663,CPT/330-2666"
Dell 2230d,CPT/330-2663
Dell 3333dn,CPT/330-2663
Dell 3335dn,CPT/330-2663
Dell 2350d,"CPT/330-2663,CPT/330-2666"
Dell 2350dn,"CPT/330-2663,CPT/330-2666"
Lexmark X463de,"CPT/E260X22G,CPT/X464"
Lexmark X464de,"CPT/E260X22G,CPT/X464"
Lexmark XS464de,"CPT/E260X22G,CPT/X464"
Lexmark X466de,"CPT/E260X22G,CPT/X464"
Lexmark X466dte,"CPT/E260X22G,CPT/X464"
Lexmark X466dwe,"CPT/E260X22G,CPT/X464"
Lexmark ES460dn,"CPT/E260X22G,CPT/24B5850"
Lexmark XS463de,"CPT/E260X22G,CPT/24B5850"
Lexmark XS464,"CPT/E260X22G,CPT/24B5850"
Lexmark XS466,"CPT/E260X22G,CPT/24B5850"
Lexmark XS463,"CPT/E260X22G,CPT/24B5850"
Lexmark C950 de,"CPT/X950BK,CPT/X950C,CPT/X950Y,CPT/X950M"
Lexmark C540 n,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M"
Lexmark C543 dn,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M"
Lexmark C544 dn,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark C544 dtn,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark C544 dw,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark C544 n,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark X543dn,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M"
Lexmark X544dn,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark X544dtn,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark X544dw,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark X544n,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark C546 dtn,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark X546dtn,"CPT/C540BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark X548de,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark X548dte,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M,CPT/C544BK,CPT/C544C,CPT/C544Y,CPT/C544M"
Lexmark C540 dw,"CPT/C540BK,CPT/C540C,CPT/C540Y,CPT/C540M"
OKI B4300,CPT/42102901
OKI B4350,CPT/42102901
OKI B4350n,CPT/42102901
OKI C330dn,"CPT/44469801,CPT/44469703,CPT/44469701,CPT/44469702"
OKI C530dn,"CPT/44469801,CPT/44469703,CPT/44469701,CPT/44469702"
OKI MC361,"CPT/44469801,CPT/44469703,CPT/44469701,CPT/44469702"
OKI MC561,"CPT/44469801,CPT/44469703,CPT/44469701,CPT/44469702"
OKI MC362W,"CPT/44469801,CPT/44469703,CPT/44469701,CPT/44469702"
OKI MC562W,"CPT/44469801,CPT/44469703,CPT/44469701,CPT/44469702"
OKI C331dn,"CPT/44469801,CPT/44469703,CPT/44469701,CPT/44469702"
OKI C531dn,"CPT/44469801,CPT/44469703,CPT/44469701,CPT/44469702"
OKI C332 dn,"CPT/46508704,CPT/46508703,CPT/46508701,CPT/46508702"
OKI MC363dn,"CPT/46508704,CPT/46508703,CPT/46508701,CPT/46508702"
OKI C532dn,"CPT/46490604,CPT/46490603,CPT/46490601,CPT/46490602"
OKI MC573dn,"CPT/46490604,CPT/46490603,CPT/46490601,CPT/46490602"
OKI C3400n,"CPT/43459304,CPT/43459303,CPT/43459301,CPT/43459302"
OKI C3600n,"CPT/43459304,CPT/43459303,CPT/43459301,CPT/43459302"
OKI C3600,"CPT/43459304,CPT/43459303,CPT/43459301,CPT/43459302"
Ricoh MP C3003,"CPT/841813BK,CPT/841816C,CPT/841814Y,CPT/841815M"
Ricoh MP C3503,"CPT/841813BK,CPT/841816C,CPT/841814Y,CPT/841815M"
Ricoh MP C3004,"CPT/841813BK,CPT/841816C,CPT/841814Y,CPT/841815M"
Lanier MP C3004,"CPT/841813BK,CPT/841816C,CPT/841814Y,CPT/841815M"
Savin MP C3004,"CPT/841813BK,CPT/841816C,CPT/841814Y,CPT/841815M"
Ricoh MP C3504,"CPT/841813BK,CPT/841816C,CPT/841814Y,CPT/841815M"
Lanier MP C3504,"CPT/841813BK,CPT/841816C,CPT/841814Y,CPT/841815M"
Savin MP C3504,"CPT/841813BK,CPT/841816C,CPT/841814Y,CPT/841815M"
